Remover luminária do cadastro?;FID do Objeto;Tipo de Lâmpada;Potência Individual da Lâmpada (W);Fase;Modo de Operação;Quantidade de Lâmpadas;Quantidade de Reatores;Perda Individual Reator (W);Quantidade de Relefotoelétrico;Perda Individual do Relefotoelétrico (W);Perda Outros Equipamentos (W);Telegestão;Proprietário;Comando IP;Trecho Secundário;Conectado;Energizado;Nome do Município;Área do Objeto;Data Cadastro Mapa;Latitude;Longitude;UTM (X);UTM (Y);Data de Ligação;Data de Comunicação
Não;6791450;Diodo Emissor de Luz (LED);50;C;Individual;1;0;0;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;21/05/08 00:00;-28.98328863595;-49.41431206745;654481.27;6792829.87;21/05/08 00:00;21/05/08 00:00
Não;6791452;Diodo Emissor de Luz (LED);50;C;Individual;1;0;0;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;21/05/08 00:00;-28.98304237826;-49.41449666131;654463.65;6792857.4;21/05/08 00:00;21/05/08 00:00
Não;6791454;Diodo Emissor de Luz (LED);50;C;Individual;1;0;0;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;21/05/08 00:00;-28.98280398940;-49.41466748428;654447.36;6792884.04;21/05/08 00:00;21/05/08 00:00
Não;6791457;Diodo Emissor de Luz (LED);50;C;Individual;1;0;0;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;21/05/08 00:00;-28.98249942271;-49.41494287053;654420.98;6792918.15;21/05/08 00:00;21/05/08 00:00
Não;6791459;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;21/05/08 00:00;-28.98191919568;-49.41410327091;654503.65;6792981.35;21/05/08 00:00;21/05/08 00:00
Não;6791461;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.98512810303;-49.41385951083;654522.63;6792625.44;01/01/20 00:00;01/01/20 00:00
Não;6791463;Vapor de Mercúrio;80;C;Grupo;1;1;10.91;0;0;0;Não;BALN ARROIO DO SILVA;26291;511322;Sim;Sim;BALN ARROIO DO SILVA;Urbano;14/05/08 00:00;-28.98247988385;-49.40730290016;655165.42;6792910.31;14/05/08 00:00;14/05/08 00:00
Não;6791466;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;14/05/08 00:00;-28.98253971983;-49.40769957599;655126.68;6792904.2;14/05/08 00:00;14/05/08 00:00
Não;6791470;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;14/05/08 00:00;-28.98289677792;-49.40775065619;655121.17;6792864.7;14/05/08 00:00;14/05/08 00:00
Não;6791474;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;14/05/08 00:00;-28.98335581799;-49.40825216523;655071.62;6792814.49;14/05/08 00:00;14/05/08 00:00
Não;6791476;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;14/05/08 00:00;-28.98300282430;-49.40824710247;655072.64;6792853.6;14/05/08 00:00;14/05/08 00:00
Não;6791478;Vapor de Mercúrio;80;C;Grupo;1;1;10.91;0;0;0;Não;BALN ARROIO DO SILVA;26291;892281;Sim;Sim;BALN ARROIO DO SILVA;Urbano;14/05/08 00:00;-28.98277945975;-49.40851243808;655047.12;6792878.7;14/05/08 00:00;14/05/08 00:00
Não;6791480;Vapor de Mercúrio;80;C;Grupo;1;1;10.91;0;0;0;Não;BALN ARROIO DO SILVA;26291;892310;Sim;Sim;BALN ARROIO DO SILVA;Urbano;14/05/08 00:00;-28.98319020980;-49.40796887203;655099.47;6792832.47;14/05/08 00:00;14/05/08 00:00
Não;6791482;Vapor de Mercúrio;80;C;Grupo;1;1;10.91;0;0;0;Não;BALN ARROIO DO SILVA;26291;1011420;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.98361602847;-49.40769201691;655125.81;6792784.92;01/01/20 00:00;01/01/20 00:00
Não;6791484;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;29/07/09 00:00;-28.98231231993;-49.40795173394;655102.45;6792929.73;29/07/09 00:00;29/07/09 00:00
Não;6791486;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;29/07/09 00:00;-28.98234079716;-49.40820756705;655077.48;6792926.91;29/07/09 00:00;29/07/09 00:00
Não;6791488;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;29/07/09 00:00;-28.98211326883;-49.40793066441;655104.8;6792951.76;29/07/09 00:00;29/07/09 00:00
Não;6791490;Vapor de Mercúrio;80;C;Grupo;1;1;10.91;0;0;0;Não;BALN ARROIO DO SILVA;26293;192552;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.98518746229;-49.41358251995;654549.53;6792618.5;01/01/20 00:00;01/01/20 00:00
Não;6791492;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.98500488982;-49.41330604054;654576.74;6792638.37;01/01/20 00:00;01/01/20 00:00
Não;6791494;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.98535200453;-49.41272896749;654632.45;6792599.15;01/01/20 00:00;01/01/20 00:00
Não;6791497;Vapor de Mercúrio;80;C;Grupo;1;1;10.91;0;0;0;Não;BALN ARROIO DO SILVA;26293;192540;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.98479101560;-49.41320646689;654586.76;6792661.94;01/01/20 00:00;01/01/20 00:00
Não;6791499;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.98450596288;-49.41339165839;654569.14;6792693.77;01/01/20 00:00;01/01/20 00:00
Não;6791501;Vapor de Mercúrio;80;C;Grupo;1;1;10.91;0;0;0;Não;BALN ARROIO DO SILVA;26293;505645;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.98468225792;-49.41287631381;654619.09;6792673.56;01/01/20 00:00;01/01/20 00:00
Não;6791504;Vapor de Mercúrio;80;C;Grupo;1;1;10.91;0;0;0;Não;BALN ARROIO DO SILVA;26293;505676;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.98430117233;-49.41257854481;654648.67;6792715.4;01/01/20 00:00;01/01/20 00:00
Não;6791507;Vapor de Mercúrio;80;C;Grupo;1;1;10.91;0;0;0;Não;BALN ARROIO DO SILVA;26293;890841;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.98396257785;-49.41283003428;654624.67;6792753.25;01/01/20 00:00;01/01/20 00:00
Não;6791510;Vapor de Mercúrio;80;C;Grupo;1;1;10.91;0;0;0;Não;BALN ARROIO DO SILVA;26293;886592;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.98369271376;-49.41304814354;654603.82;6792783.44;01/01/20 00:00;01/01/20 00:00
Não;6791512;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.98402573801;-49.41323446882;654585.17;6792746.78;01/01/20 00:00;01/01/20 00:00
Não;6791514;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.98423745371;-49.41359465971;654549.76;6792723.79;01/01/20 00:00;01/01/20 00:00
Não;6790073;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Rural;06/02/05 00:00;-28.96525709049;-49.43623087110;652372.03;6794856.45;06/02/05 00:00;06/02/05 00:00
Não;6790188;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Rural;15/08/07 00:00;-28.96525068351;-49.43374912848;652613.89;6794853.96;15/08/07 00:00;15/08/07 00:00
Não;6790190;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Rural;15/08/07 00:00;-28.96546720371;-49.43356567656;652631.45;6794829.73;15/08/07 00:00;15/08/07 00:00
Não;6790193;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Rural;15/08/07 00:00;-28.96569940448;-49.43337264972;652649.92;6794803.75;15/08/07 00:00;15/08/07 00:00
Não;6790195;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Rural;15/08/07 00:00;-28.96424103087;-49.43438268060;652553.63;6794966.66;15/08/07 00:00;15/08/07 00:00
Não;6790198;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Rural;15/08/07 00:00;-28.96395457655;-49.43378362512;652612.43;6794997.63;15/08/07 00:00;15/08/07 00:00
Não;6790201;Vapor de Mercúrio;80;B;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Rural;15/08/07 00:00;-28.96379842129;-49.43347054314;652643.17;6795014.53;15/08/07 00:00;15/08/07 00:00
Não;6790204;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Rural;15/08/07 00:00;-28.96364735804;-49.43315307568;652674.33;6795030.86;15/08/07 00:00;15/08/07 00:00
Não;6790206;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Rural;15/08/07 00:00;-28.96334467799;-49.43254052149;652734.47;6795063.61;15/08/07 00:00;15/08/07 00:00
Não;6790209;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Rural;15/08/07 00:00;-28.96430837842;-49.43237833934;652748.86;6794956.61;15/08/07 00:00;15/08/07 00:00
Não;6791277;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;14/07/09 00:00;-28.98745184550;-49.41480278373;654427.27;6792369.17;14/07/09 00:00;14/07/09 00:00
Não;6791279;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;14/07/09 00:00;-28.98766671687;-49.41498702273;654409.0;6792345.6;14/07/09 00:00;14/07/09 00:00
Não;6791281;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;14/07/09 00:00;-28.98788774027;-49.41517260557;654390.59;6792321.35;14/07/09 00:00;14/07/09 00:00
Não;6791283;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;14/07/09 00:00;-28.98815290148;-49.41537434859;654370.54;6792292.23;14/07/09 00:00;14/07/09 00:00
Não;6791285;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;11/11/91 00:00;-28.98860741165;-49.41533303451;654373.89;6792241.81;11/11/91 00:00;11/11/91 00:00
Não;6791287;Vapor de Mercúrio;80;A;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;11/11/91 00:00;-28.98883585567;-49.41529075397;654377.67;6792216.44;11/11/91 00:00;11/11/91 00:00
Não;6791289;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;11/11/91 00:00;-28.98880503589;-49.41507240093;654398.99;6792219.57;11/11/91 00:00;11/11/91 00:00
Não;6791291;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;11/11/91 00:00;-28.98902729778;-49.41480430854;654424.78;6792194.59;11/11/91 00:00;11/11/91 00:00
Não;6791294;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;11/11/91 00:00;-28.98865439839;-49.41509327575;654397.18;6792236.29;11/11/91 00:00;11/11/91 00:00
Não;6791297;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;19/09/08 00:00;-28.98842300875;-49.41483980154;654422.22;6792261.6;19/09/08 00:00;19/09/08 00:00
Não;6791299;Vapor de Mercúrio;80;C;Grupo;1;1;10.91;0;0;0;Não;BALN ARROIO DO SILVA;20739;489436;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.98484939407;-49.41561602628;654351.9;6792658.62;01/01/20 00:00;01/01/20 00:00
Não;6791302;Vapor de Mercúrio;80;C;Grupo;1;1;10.91;0;0;0;Não;BALN ARROIO DO SILVA;20739;489440;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.98463076681;-49.41543461901;654369.9;6792682.61;01/01/20 00:00;01/01/20 00:00
Não;6791304;Vapor de Mercúrio;80;C;Grupo;1;1;10.91;0;0;0;Não;BALN ARROIO DO SILVA;20739;489458;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.98419020573;-49.41499806412;654413.09;6792730.86;01/01/20 00:00;01/01/20 00:00
Não;6791306;Vapor de Mercúrio;80;C;Grupo;1;1;10.91;0;0;0;Não;BALN ARROIO DO SILVA;20739;489446;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.98402013340;-49.41476357607;654436.19;6792749.4;01/01/20 00:00;01/01/20 00:00
Não;6791308;Vapor de Mercúrio;80;C;Grupo;1;1;10.91;0;0;0;Não;BALN ARROIO DO SILVA;20739;500092;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.98386338202;-49.41451851971;654460.3;6792766.45;01/01/20 00:00;01/01/20 00:00
Não;6791311;Vapor de Mercúrio;80;C;Grupo;1;1;10.91;0;0;0;Não;BALN ARROIO DO SILVA;20739;500088;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.98371200588;-49.41423191861;654488.45;6792782.85;01/01/20 00:00;01/01/20 00:00
Não;6791313;Vapor de Mercúrio;80;C;Grupo;1;1;10.91;0;0;0;Não;BALN ARROIO DO SILVA;20739;192503;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.98419173035;-49.41457632240;654454.18;6792730.14;01/01/20 00:00;01/01/20 00:00
Não;6791315;Vapor de Mercúrio;80;C;Grupo;1;1;10.91;0;0;0;Não;BALN ARROIO DO SILVA;20739;489490;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.98450227660;-49.41434127660;654476.62;6792695.42;01/01/20 00:00;01/01/20 00:00
Não;6791317;Vapor de Mercúrio;80;C;Grupo;1;1;10.91;0;0;0;Não;BALN ARROIO DO SILVA;20739;891553;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.98482306335;-49.41408698328;654500.92;6792659.54;01/01/20 00:00;01/01/20 00:00
Não;6791320;Vapor de Mercúrio;80;C;Grupo;1;1;10.91;0;0;0;Não;BALN ARROIO DO SILVA;20739;1275788;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.98485372171;-49.41443690629;654466.78;6792656.6;01/01/20 00:00;01/01/20 00:00
Não;6791322;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.98510391893;-49.41466288644;654444.39;6792629.17;01/01/20 00:00;01/01/20 00:00
Não;6791325;Vapor de Mercúrio;80;C;Grupo;1;1;10.91;0;0;0;Não;BALN ARROIO DO SILVA;20739;489511;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.98535855103;-49.41486704161;654424.12;6792601.22;01/01/20 00:00;01/01/20 00:00
Não;6791328;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.98531656673;-49.41524024332;654387.82;6792606.36;01/01/20 00:00;01/01/20 00:00
Não;6791333;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.98570929856;-49.41465098379;654444.65;6792562.07;01/01/20 00:00;01/01/20 00:00
Não;6791336;Vapor de Mercúrio;80;C;Grupo;1;1;10.91;0;0;0;Não;BALN ARROIO DO SILVA;20739;489506;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.98561664164;-49.41507371088;654403.6;6792572.89;01/01/20 00:00;01/01/20 00:00
Não;6790747;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Rural;05/09/06 00:00;-28.96537077072;-49.42908881737;653067.87;6794834.63;05/09/06 00:00;05/09/06 00:00
Não;6790749;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Rural;05/09/06 00:00;-28.96490736279;-49.42948934118;653029.52;6794886.5;05/09/06 00:00;05/09/06 00:00
Não;6790751;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Rural;05/09/06 00:00;-28.96465093735;-49.42969392556;653009.96;6794915.18;05/09/06 00:00;05/09/06 00:00
Não;6790753;Vapor de Mercúrio;80;B;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Rural;05/09/06 00:00;-28.96455733297;-49.42772987304;653201.5;6794923.01;05/09/06 00:00;05/09/06 00:00
Não;6790755;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Rural;05/09/06 00:00;-28.96435789906;-49.42794611851;653180.72;6794945.39;05/09/06 00:00;05/09/06 00:00
Não;6790757;Vapor de Mercúrio;80;B;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Rural;05/09/06 00:00;-28.96410822472;-49.42815676026;653160.56;6794973.33;05/09/06 00:00;05/09/06 00:00
Não;6790759;Vapor de Mercúrio;80;B;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Rural;05/09/06 00:00;-28.96385922475;-49.42837108486;653140.04;6795001.2;05/09/06 00:00;05/09/06 00:00
Não;6790761;Vapor de Mercúrio;80;A;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Rural;01/01/20 00:00;-28.96341002723;-49.42875189460;653103.59;6795051.47;01/01/20 00:00;01/01/20 00:00
Não;6790763;Vapor de Mercúrio;80;B;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Rural;01/01/20 00:00;-28.9631764922;-49.42893827736;653085.77;6795077.59;01/01/20 00:00;01/01/20 00:00
Não;6790769;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Rural;01/01/20 00:00;-28.96265383534;-49.42937313894;653044.16;6795136.07;01/01/20 00:00;01/01/20 00:00
Não;6790771;Vapor de Mercúrio;80;B;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Rural;01/01/20 00:00;-28.96242173536;-49.42956657744;653025.65;6795162.04;01/01/20 00:00;01/01/20 00:00
Não;6790773;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Rural;01/01/20 00:00;-28.96222123857;-49.42973070421;653009.95;6795184.47;01/01/20 00:00;01/01/20 00:00
Não;6790776;Vapor de Mercúrio;80;A;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Rural;01/01/20 00:00;-28.96196040430;-49.42971227194;653012.13;6795213.35;01/01/20 00:00;01/01/20 00:00
Não;6790779;Vapor de Mercúrio;80;A;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Rural;01/01/20 00:00;-28.96181704970;-49.42939880379;653042.89;6795228.83;01/01/20 00:00;01/01/20 00:00
Não;6790781;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Rural;01/01/20 00:00;-28.96211557944;-49.43001796933;652982.11;6795196.55;01/01/20 00:00;01/01/20 00:00
Não;6790786;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Rural;01/01/20 00:00;-28.96242864873;-49.43065374748;652919.69;6795162.68;01/01/20 00:00;01/01/20 00:00
Não;6790788;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Rural;01/01/20 00:00;-28.96257869450;-49.43096085901;652889.54;6795146.45;01/01/20 00:00;01/01/20 00:00
Não;6790793;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Rural;01/01/20 00:00;-28.96303871161;-49.43190175167;652797.17;6795096.69;01/01/20 00:00;01/01/20 00:00
Não;6790798;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Rural;01/01/20 00:00;-28.96300619146;-49.43108637079;652876.68;6795099.24;01/01/20 00:00;01/01/20 00:00
Não;6790800;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Rural;01/01/20 00:00;-28.9635045195;-49.43065215609;652918.26339;6795043.4574;01/01/20 00:00;01/01/20 00:00
Não;6790802;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Rural;01/01/20 00:00;-28.96377627383;-49.43043291154;652939.23;6795013.06;01/01/20 00:00;01/01/20 00:00
Não;6790804;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Rural;01/01/20 00:00;-28.96402849345;-49.43023126742;652958.51;6794984.85;01/01/20 00:00;01/01/20 00:00
Não;6790854;Vapor de Mercúrio;80;B;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.98217575018;-49.42017387689;653911.77;6792960.84;01/01/20 00:00;01/01/20 00:00
Não;6790856;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;12/07/02 00:00;-28.98425640403;-49.41885728673;654036.97;6792728.56;12/07/02 00:00;12/07/02 00:00
Não;6790858;Vapor de Mercúrio;80;B;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;12/07/02 00:00;-28.98448652719;-49.41912648260;654010.4;6792703.41;12/07/02 00:00;12/07/02 00:00
Não;6790860;Vapor de Mercúrio;80;B;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;24/02/07 00:00;-28.98500136706;-49.42057092018;653868.9;6792648.24;24/02/07 00:00;24/02/07 00:00
Não;6790864;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;24/02/07 00:00;-28.98631573237;-49.41898914762;654021.07;6792500.53;24/02/07 00:00;24/02/07 00:00
Não;6790866;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.98719542579;-49.42021129686;653900.69;6792404.64;01/01/20 00:00;01/01/20 00:00
Não;6790868;Vapor de Mercúrio;80;C;Individual;1;1;10.91;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;11/01/08 00:00;-28.98830574758;-49.42047923611;653872.94;6792281.95;11/01/08 00:00;11/01/08 00:00
